complaint_id,oem_id,complaint_date,affected_order_ids,product_type,defect_description,units_affected,root_cause_identified,8D_submitted,resolution,financial_impact_inr,status,repeat_complaint,warranty_claim,remarks
C0246,OEM-TVS,2023-06-30,D-2726,Brake Pad Type A,Surface delamination - units rejected at incoming QC,275,Machine tool wear - spindle runout,No,Process parameter locked; re-training done,424938,Closed,N,,OEM issued debit note
C0247,OEM-TVS,2021-03-19,"D-7646,D-1806",Wheel Hub Assy,Crack on brake drum casting - 6 bar air test fail,430,Supplier batch below spec,No,Rework and re-inspect,262797,Open,N,N,Field visit completed
C0248,OEM-TATA,2022-08-17,"D-3008,D-4326",Brake Pad Type A,Vibration at highway speeds - rotor runout > 0.05 mm,429,Operator error - wrong die inserted,Yes,,438132,Escalated,N,N,Closed with customer sign-off
C0249,OEM-MARUTI,2021-02-06,D-2573,ABS Sensor Ring,Dimensional out-of-spec - ID oversize by 0.12 mm,57,Incoming lot moisture > 0.5%,No,Process parameter locked; re-training done,274183,Closed,Y,,Field visit completed
C0250,OEM-SUZUKI,2023-01-12,"D-4220,D-1707,D-2576",Brake Pad Type B,Surface delamination - units rejected at incoming QC,475,Incorrect cure temp - night shift,Yes,Root cause under investigation,268223,Closed,Y,N,Closed with customer sign-off
C0251,OEM-MAHINDRA,2023-12-23,D-1929,Clutch Plate,Surface delamination - units rejected at incoming QC,191,Operator error - wrong die inserted,Pending,Process parameter locked; re-training done,220692,Escalated,Y,Y,Field visit completed
C0252,OEM-MAHINDRA,2024-11-14,"D-1555,D-2530",Wheel Hub Assy,Friction material detached after 3000 km field use,356,Resin expiry date exceeded,No,Process parameter locked; re-training done,279991,Closed,Y,N,Closed with customer sign-off
C0253,OEM-BAJAJ,2024-10-21,"D-2837,D-2859,D-1784",Drum Brake Assy,Surface delamination - units rejected at incoming QC,439,Calibration lapse - gauge not zeroed,Pending,Corrective action plan submitted,434064,Closed,N,Y,Escalated to GM QA
C0254,OEM-HONDA,2023-06-24,"D-2875,D-2896,D-4237,D-4473",ABS Sensor Ring,Corrosion observed on disc surface - field report,368,Chiller fault - mould temp swing,Yes,Scrap & re-order from alternate supplier,477350,Closed,Y,Y,Customer requested urgent resolution
C0255,OEM-TVS,2022-11-08,D-4128,Brake Pad Type A,ABS sensor ring missing teeth - 12 units,420,Batch mix ratio deviation,Pending,,129666,Closed,Y,N,Escalated to GM QA
C0256,OEM-MAHINDRA,2021-03-21,"D-4406,D-4169,D-4114",Brake Shoe,Corrosion observed on disc surface - field report,28,,No,Rework and re-inspect,81207,Closed,Y,,Customer requested urgent resolution
C0257,OEM-RENAULT,2024-10-02,D-2108,Brake Shoe,Surface delamination - units rejected at incoming QC,4,Incoming lot moisture > 0.5%,Yes,Rework and re-inspect,97898,Escalated,N,Y,Customer requested urgent resolution
C0258,OEM-MARUTI,2022-03-09,"D-1013,D-3240,D-3571,D-3225",Disc Brake Caliper,Vibration at highway speeds - rotor runout > 0.05 mm,347,Supplier batch below spec,,Preventive maintenance completed,295318,Closed,Y,Y,Customer requested urgent resolution
C0259,OEM-TATA,2024-12-09,"D-2020,D-3303",Disc Brake Caliper,Vibration at highway speeds - rotor runout > 0.05 mm,161,Calibration lapse - gauge not zeroed,Pending,Root cause under investigation,363808,Closed,N,,Field visit completed
C0260,OEM-SUZUKI,2021-09-03,"D-2145,D-3193,D-5239",Brake Shoe,Dimensional out-of-spec - ID oversize by 0.12 mm,431,Resin expiry date exceeded,Pending,Preventive maintenance completed,151060,Closed,Y,Y,Customer requested urgent resolution
C0261,OEM-SUZUKI,2023-12-11,"D-3145,D-3026,D-3034,D-2890",Disc Brake Caliper,Noise complaint - squeal at low speed braking,10,Incoming lot moisture > 0.5%,Pending,Root cause under investigation,262859,Closed,N,Y,Escalated to GM QA
C0262,OEM-TATA,2021-05-28,"D-3763,D-1105",Drum Brake Assy,ABS sensor ring missing teeth - 12 units,272,Incorrect cure temp - night shift,No,Corrective action plan submitted,272815,Closed,N,Y,Field visit completed
C0263,OEM-BAJAJ,2021-10-01,"D-1424,D-5417,D-4274,D-3632",Brake Shoe,Noise complaint - squeal at low speed braking,45,Chiller fault - mould temp swing,Yes,,293748,Closed,Y,Y,Closed with customer sign-off
C0264,OEM-MAHINDRA,2021-03-29,D-4651,Disc Brake Caliper,Crack on brake drum casting - 6 bar air test fail,88,Incorrect cure temp - night shift,Yes,Scrap & re-order from alternate supplier,361819,In Progress,Y,Y,Escalated to GM QA
C0265,OEM-HYUNDAI,2021-02-19,"D-3247,D-2230,D-1108",Wheel Hub Assy,Oil contamination on lining surface,380,Under investigation,Yes,Corrective action plan submitted,145074,Open,Y,Y,OEM issued debit note
C0266,OEM-MARUTI,2023-11-06,"D-3561,D-2026,D-5417",ABS Sensor Ring,ABS sensor ring missing teeth - 12 units,415,Under investigation,Pending,Root cause under investigation,327792,Closed,Y,Y,OEM issued debit note
C0267,OEM-TVS,2022-02-22,"D-4021,D-4812,D-2639,D-4007",Clutch Plate,Friction material detached after 3000 km field use,399,Batch mix ratio deviation,Pending,Scrap & re-order from alternate supplier,256520,Escalated,N,N,OEM issued debit note
C0268,OEM-MAHINDRA,2023-09-15,D-4137,Brake Shoe,Surface delamination - units rejected at incoming QC,471,Under investigation,Pending,Scrap & re-order from alternate supplier,230567,Closed,N,Y,Field visit completed
C0269,OEM-BAJAJ,2022-04-07,D-3464,Drum Brake Assy,Friction material detached after 3000 km field use,340,Coolant contamination in grinding,Yes,,159160,In Progress,Y,Y,Escalated to GM QA
C0270,OEM-TVS,2021-01-04,"D-4328,D-3831,D-3814",CV Joint,Crack on brake drum casting - 6 bar air test fail,419,Coolant contamination in grinding,Pending,100% inspection implemented,215512,In Progress,N,Y,OEM issued debit note
C0271,OEM-MARUTI,2021-02-17,"D-1828,D-1973,D-2603",Brake Disc,Dimensional out-of-spec - ID oversize by 0.12 mm,486,Resin expiry date exceeded,Yes,Scrap & re-order from alternate supplier,478289,Closed,N,N,Repeat issue - CAPA overdue
C0272,OEM-MARUTI,2023-06-03,"D-1864,D-1218",Clutch Plate,Oil contamination on lining surface,406,Coolant contamination in grinding,Pending,Scrap & re-order from alternate supplier,193649,Closed,Y,N,Closed with customer sign-off
C0273,OEM-MARUTI,2023-04-25,"D-3423,D-5064",Disc Brake Caliper,Surface delamination - units rejected at incoming QC,353,Machine tool wear - spindle runout,Pending,Rework and re-inspect,130915,Closed,Y,N,Repeat issue - CAPA overdue
C0274,OEM-TVS,2022-04-22,D-2969,Wheel Hub Assy,Dimensional out-of-spec - ID oversize by 0.12 mm,118,Coolant contamination in grinding,Yes,Rework and re-inspect,195259,Closed,N,Y,Closed with customer sign-off
C0275,OEM-BAJAJ,2022-09-03,"D-3859,D-1292,D-3522,D-3071",Brake Disc,Clutch slip - insufficient torque capacity,36,Resin expiry date exceeded,Yes,Rework and re-inspect,186972,Escalated,Y,N,Repeat issue - CAPA overdue
C0276,OEM-TVS,2024-08-21,"D-3206,D-4809,D-3289",Disc Brake Caliper,ABS sensor ring missing teeth - 12 units,103,,No,100% inspection implemented,244854,Closed,N,N,Field visit completed
C0277,OEM-HONDA,2023-12-21,"D-1010,D-1867,D-3049,D-3378",Wheel Hub Assy,Noise complaint - squeal at low speed braking,416,Under investigation,Yes,Process parameter locked; re-training done,300226,In Progress,Y,N,
C0278,OEM-FORD,2023-07-29,"D-3604,D-5371,D-4290,D-4368",Disc Brake Caliper,Noise complaint - squeal at low speed braking,155,Chiller fault - mould temp swing,No,Process parameter locked; re-training done,30390,Open,Y,Y,OEM issued debit note
C0279,OEM-TVS,2022-12-27,"D-2809,D-1509",Wheel Hub Assy,Oil contamination on lining surface,238,Operator error - wrong die inserted,Yes,100% inspection implemented,374932,In Progress,Y,N,OEM issued debit note
C0280,OEM-FORD,2024-03-22,"D-4985,D-1176,D-5752",Drum Brake Assy,Clutch slip - insufficient torque capacity,182,Machine tool wear - spindle runout,,Scrap & re-order from alternate supplier,419650,Open,Y,N,Field visit completed
C0281,OEM-TVS,2021-05-16,"D-3345,D-2800,D-3360,D-3891",Wheel Hub Assy,Friction material detached after 3000 km field use,140,Machine tool wear - spindle runout,Yes,Process parameter locked; re-training done,8233,Closed,Y,N,Field visit completed
C0282,OEM-BAJAJ,2024-01-03,"D-2471,D-2454,D-2257,D-2267",Brake Pad Type B,ABS sensor ring missing teeth - 12 units,242,,No,Full recall + replacement dispatched,255516,Closed,Y,Y,Field visit completed
C0283,OEM-TVS,2023-07-15,"D-4244,D-3883,D-4459",Brake Shoe,Clutch slip - insufficient torque capacity,319,Chiller fault - mould temp swing,No,,286206,Open,N,Y,OEM issued debit note
C0284,OEM-BAJAJ,2021-09-01,"D-5837,D-3439,D-4060,D-4125",Brake Disc,Vibration at highway speeds - rotor runout > 0.05 mm,46,Supplier batch below spec,No,Root cause under investigation,185426,In Progress,N,N,Field visit completed
C0285,OEM-TVS,2021-11-08,D-1124,Brake Pad Type B,ABS sensor ring missing teeth - 12 units,227,Batch mix ratio deviation,Pending,Process parameter locked; re-training done,380556,Open,N,N,Repeat issue - CAPA overdue
C0286,OEM-BAJAJ,2023-08-06,"D-3123,D-4479,D-2204,D-3462",Brake Pad Type A,Noise complaint - squeal at low speed braking,176,Incorrect cure temp - night shift,Yes,Process parameter locked; re-training done,209492,In Progress,N,,OEM issued debit note
C0287,OEM-TATA,2023-04-11,"D-3892,D-3772,D-1218",Wheel Hub Assy,Friction material detached after 3000 km field use,388,Batch mix ratio deviation,Yes,Process parameter locked; re-training done,46796,Closed,N,Y,Repeat issue - CAPA overdue
C0288,OEM-MARUTI,2022-12-23,D-3228,Wheel Hub Assy,Friction material detached after 3000 km field use,343,Incorrect cure temp - night shift,Yes,Preventive maintenance completed,423805,Closed,N,Y,Field visit completed
C0289,OEM-MARUTI,2023-07-31,"D-1256,D-3810,D-1969",Brake Pad Type A,Clutch slip - insufficient torque capacity,156,Resin expiry date exceeded,,Preventive maintenance completed,271560,Closed,,Y,Customer requested urgent resolution
C0290,OEM-HYUNDAI,2023-06-08,"D-1862,D-3503,D-2612,D-2614",ABS Sensor Ring,ABS sensor ring missing teeth - 12 units,280,,Pending,Scrap & re-order from alternate supplier,18075,Open,Y,Y,Customer requested urgent resolution
C0291,OEM-FORD,2022-02-04,"D-3828,D-2361",Clutch Plate,Corrosion observed on disc surface - field report,187,Operator error - wrong die inserted,No,Process parameter locked; re-training done,385929,Closed,Y,Y,Field visit completed
C0292,OEM-RENAULT,2021-10-26,"D-3957,D-1090,D-1201,D-2259",Clutch Plate,Friction material detached after 3000 km field use,207,Operator error - wrong die inserted,Pending,Scrap & re-order from alternate supplier,495637,Escalated,N,N,Repeat issue - CAPA overdue
C0293,OEM-MARUTI,2022-07-10,"D-1448,D-3530,D-4233,D-2312",Brake Pad Type A,Dimensional out-of-spec - ID oversize by 0.12 mm,296,Incoming lot moisture > 0.5%,Pending,Process parameter locked; re-training done,145657,Closed,,N,Escalated to GM QA
C0294,OEM-MAHINDRA,2024-11-20,"D-3540,D-1565,D-1822,D-4245",Clutch Plate,Crack on brake drum casting - 6 bar air test fail,386,Batch mix ratio deviation,Pending,Corrective action plan submitted,148992,Closed,Y,N,Customer requested urgent resolution
C0295,OEM-HYUNDAI,2023-05-14,"D-3534,D-2158,D-3147,D-2236",Drum Brake Assy,Friction material detached after 3000 km field use,155,Operator error - wrong die inserted,Pending,Full recall + replacement dispatched,157302,Open,Y,Y,Repeat issue - CAPA overdue
C0296,OEM-TVS,2024-08-13,"D-3730,D-1869",Wheel Hub Assy,Dimensional out-of-spec - ID oversize by 0.12 mm,197,Operator error - wrong die inserted,,Rework and re-inspect,86473,Closed,Y,Y,Customer requested urgent resolution
C0297,OEM-FORD,2024-04-23,"D-3873,D-1461,D-1951,D-6542",ABS Sensor Ring,Noise complaint - squeal at low speed braking,311,,Pending,Preventive maintenance completed,204428,In Progress,Y,N,OEM issued debit note
C0298,OEM-BAJAJ,2022-09-22,D-4661,Disc Brake Caliper,Clutch slip - insufficient torque capacity,91,Incorrect cure temp - night shift,No,Full recall + replacement dispatched,140120,Closed,Y,,OEM issued debit note
C0299,OEM-HYUNDAI,2021-06-01,"D-2596,D-3646",Brake Shoe,ABS sensor ring missing teeth - 12 units,186,Batch mix ratio deviation,No,,296187,Closed,Y,Y,OEM issued debit note
C0300,OEM-MAHINDRA,2022-01-09,"D-2193,D-1705,D-3110",Brake Pad Type B,ABS sensor ring missing teeth - 12 units,126,Incoming lot moisture > 0.5%,Pending,Preventive maintenance completed,244378,In Progress,N,Y,Field visit completed
C0301,OEM-MARUTI,2021-01-18,"D-2582,D-4375,D-1753,D-4498",Wheel Hub Assy,ABS sensor ring missing teeth - 12 units,118,Resin expiry date exceeded,,Full recall + replacement dispatched,175948,Closed,Y,N,Field visit completed
C0302,OEM-HYUNDAI,2021-06-03,D-4007,Clutch Plate,Corrosion observed on disc surface - field report,1,Machine tool wear - spindle runout,,Rework and re-inspect,349024,Closed,,N,Field visit completed
C0303,OEM-SUZUKI,2023-10-15,"D-1763,D-2504",Disc Brake Caliper,Corrosion observed on disc surface - field report,364,Batch mix ratio deviation,No,Rework and re-inspect,240986,Escalated,N,Y,OEM issued debit note
C0304,OEM-HONDA,2023-10-15,"D-1480,D-3757,D-3484",CV Joint,Surface delamination - units rejected at incoming QC,144,Under investigation,Yes,,468627,Closed,Y,N,OEM issued debit note
C0305,OEM-TATA,2024-11-06,"D-1263,D-1742,D-2654,D-2673",Brake Disc,Crack on brake drum casting - 6 bar air test fail,368,Under investigation,Pending,Corrective action plan submitted,430679,Escalated,,N,Repeat issue - CAPA overdue
C0306,OEM-MAHINDRA,2022-04-05,"D-1117,D-3879,D-2863,D-1986",Brake Pad Type B,Corrosion observed on disc surface - field report,349,Incorrect cure temp - night shift,Yes,Process parameter locked; re-training done,485541,Closed,Y,Y,Closed with customer sign-off
C0307,OEM-TVS,2024-03-02,D-2385,CV Joint,Clutch slip - insufficient torque capacity,424,Calibration lapse - gauge not zeroed,Pending,Rework and re-inspect,324335,Escalated,N,Y,Closed with customer sign-off
C0308,OEM-TVS,2023-09-01,"D-5443,D-4101,D-5321",CV Joint,Noise complaint - squeal at low speed braking,449,,Pending,Rework and re-inspect,5959,Closed,N,Y,OEM issued debit note
C0309,OEM-TATA,2023-08-09,"D-2925,D-3785,D-3141,D-4348",CV Joint,Surface delamination - units rejected at incoming QC,255,Supplier batch below spec,No,Full recall + replacement dispatched,353453,Open,N,N,OEM issued debit note
C0310,OEM-FORD,2022-10-25,"D-2285,D-1950,D-2516,D-1303",Disc Brake Caliper,Corrosion observed on disc surface - field report,193,Calibration lapse - gauge not zeroed,No,,141372,Closed,Y,N,Customer requested urgent resolution
C0311,OEM-SUZUKI,2022-11-29,"D-1019,D-1949,D-1103",Disc Brake Caliper,Clutch slip - insufficient torque capacity,429,Under investigation,Yes,Corrective action plan submitted,418815,Escalated,Y,,Escalated to GM QA
C0312,OEM-RENAULT,2023-10-05,"D-2428,D-1209,D-3734,D-2459",CV Joint,Oil contamination on lining surface,161,Coolant contamination in grinding,Pending,100% inspection implemented,145045,Closed,Y,N,Closed with customer sign-off
C0313,OEM-SUZUKI,2024-07-14,"D-2316,D-3464,D-4460,D-4095",Brake Pad Type B,Crack on brake drum casting - 6 bar air test fail,96,Machine tool wear - spindle runout,Yes,Scrap & re-order from alternate supplier,191294,Closed,Y,Y,Field visit completed
C0314,OEM-RENAULT,2022-09-21,"D-4270,D-1791",Clutch Plate,Noise complaint - squeal at low speed braking,224,Operator error - wrong die inserted,No,Process parameter locked; re-training done,430343,Closed,,N,Escalated to GM QA
C0315,OEM-BAJAJ,2024-11-25,D-4479,Brake Pad Type B,Noise complaint - squeal at low speed braking,427,Incoming lot moisture > 0.5%,Pending,Corrective action plan submitted,245124,Closed,Y,N,Field visit completed
C0316,OEM-HYUNDAI,2022-07-01,"D-5441,D-1582",ABS Sensor Ring,Noise complaint - squeal at low speed braking,129,Chiller fault - mould temp swing,Yes,100% inspection implemented,171574,Closed,Y,N,Field visit completed
C0317,OEM-TATA,2022-05-13,"D-1555,D-1566,D-2304,D-3476",Clutch Plate,Noise complaint - squeal at low speed braking,26,Resin expiry date exceeded,Yes,Process parameter locked; re-training done,292556,In Progress,N,N,Customer requested urgent resolution
C0318,OEM-FORD,2023-07-22,"D-4143,D-2932",Disc Brake Caliper,ABS sensor ring missing teeth - 12 units,492,Coolant contamination in grinding,Yes,100% inspection implemented,89611,Closed,N,Y,Closed with customer sign-off
C0319,OEM-FORD,2022-04-05,"D-1102,D-2647",Brake Pad Type A,Friction material detached after 3000 km field use,373,,Yes,Rework and re-inspect,462161,Escalated,N,N,Closed with customer sign-off
C0320,OEM-HYUNDAI,2021-05-10,D-3417,Brake Shoe,Friction material detached after 3000 km field use,315,Batch mix ratio deviation,Pending,Scrap & re-order from alternate supplier,172025,Closed,N,,Field visit completed
C0321,OEM-TATA,2023-07-27,"D-3783,D-2569,D-5129",Brake Disc,Oil contamination on lining surface,474,Coolant contamination in grinding,Pending,Scrap & re-order from alternate supplier,348569,Closed,N,Y,Field visit completed
C0322,OEM-BAJAJ,2021-01-14,D-6319,Disc Brake Caliper,Dimensional out-of-spec - ID oversize by 0.12 mm,156,Batch mix ratio deviation,,Scrap & re-order from alternate supplier,323973,Closed,Y,Y,Repeat issue - CAPA overdue
C0323,OEM-RENAULT,2021-06-08,"D-4329,D-5321",ABS Sensor Ring,Dimensional out-of-spec - ID oversize by 0.12 mm,306,Under investigation,Yes,Full recall + replacement dispatched,451891,Closed,Y,N,Field visit completed
C0324,OEM-HYUNDAI,2023-11-28,"D-4232,D-3867",CV Joint,Friction material detached after 3000 km field use,243,Under investigation,Yes,Scrap & re-order from alternate supplier,430642,Open,Y,,
C0325,OEM-MAHINDRA,2023-11-20,"D-1303,D-1298,D-3140,D-1188",Wheel Hub Assy,ABS sensor ring missing teeth - 12 units,298,Incoming lot moisture > 0.5%,No,Process parameter locked; re-training done,244923,Closed,Y,N,Escalated to GM QA
C0326,OEM-HYUNDAI,2023-02-01,"D-3366,D-1333",Drum Brake Assy,Oil contamination on lining surface,125,Calibration lapse - gauge not zeroed,No,100% inspection implemented,454327,Escalated,N,,OEM issued debit note
C0327,OEM-MAHINDRA,2024-02-10,"D-3074,D-4263,D-3241",Brake Disc,Noise complaint - squeal at low speed braking,486,Resin expiry date exceeded,Yes,Scrap & re-order from alternate supplier,400795,Closed,N,N,Closed with customer sign-off
C0328,OEM-TATA,2023-01-30,"D-4308,D-1296,D-2033,D-3553",CV Joint,Surface delamination - units rejected at incoming QC,104,Operator error - wrong die inserted,Pending,Process parameter locked; re-training done,73169,Closed,Y,N,Customer requested urgent resolution
C0329,OEM-FORD,2023-08-28,D-5113,Brake Pad Type A,Crack on brake drum casting - 6 bar air test fail,113,Incoming lot moisture > 0.5%,,Rework and re-inspect,386048,Open,N,Y,OEM issued debit note
C0330,OEM-MAHINDRA,2023-02-18,"D-1950,D-4213,D-1088,D-3057",Wheel Hub Assy,Clutch slip - insufficient torque capacity,75,Under investigation,Yes,Scrap & re-order from alternate supplier,5235,Closed,Y,Y,OEM issued debit note
C0331,OEM-MARUTI,2024-12-23,"D-4102,D-5953,D-1093",Disc Brake Caliper,Dimensional out-of-spec - ID oversize by 0.12 mm,414,Coolant contamination in grinding,No,Scrap & re-order from alternate supplier,309362,Open,N,Y,Repeat issue - CAPA overdue
C0332,OEM-RENAULT,2021-08-22,"D-4337,D-2276",Brake Pad Type B,ABS sensor ring missing teeth - 12 units,77,Incoming lot moisture > 0.5%,Pending,100% inspection implemented,300977,Closed,,Y,Field visit completed
C0333,OEM-MARUTI,2022-08-05,"D-2730,D-1498",CV Joint,Vibration at highway speeds - rotor runout > 0.05 mm,220,Machine tool wear - spindle runout,Pending,Process parameter locked; re-training done,137985,Closed,Y,Y,Escalated to GM QA
C0334,OEM-MARUTI,2021-12-01,"D-3303,D-2893,D-3446,D-1748",Wheel Hub Assy,Oil contamination on lining surface,256,,Yes,100% inspection implemented,277034,Closed,N,N,Closed with customer sign-off
C0335,OEM-HYUNDAI,2024-03-21,"D-3715,D-6302",Brake Disc,Dimensional out-of-spec - ID oversize by 0.12 mm,378,Batch mix ratio deviation,,Scrap & re-order from alternate supplier,265512,Closed,N,Y,Field visit completed
C0336,OEM-RENAULT,2024-10-24,D-1978,Brake Pad Type A,Crack on brake drum casting - 6 bar air test fail,139,Supplier batch below spec,Yes,,118978,In Progress,Y,Y,Escalated to GM QA
C0337,OEM-TATA,2021-10-26,"D-4247,D-1739",Wheel Hub Assy,Crack on brake drum casting - 6 bar air test fail,113,Coolant contamination in grinding,Pending,Rework and re-inspect,220100,Closed,Y,Y,Field visit completed
C0338,OEM-FORD,2022-07-04,"D-1254,D-4396,D-3440",ABS Sensor Ring,Vibration at highway speeds - rotor runout > 0.05 mm,436,Incorrect cure temp - night shift,Yes,Preventive maintenance completed,71316,In Progress,N,N,Customer requested urgent resolution
C0339,OEM-HONDA,2021-06-24,"D-2323,D-6343",Wheel Hub Assy,Noise complaint - squeal at low speed braking,333,Incoming lot moisture > 0.5%,No,Preventive maintenance completed,266110,Escalated,N,Y,Field visit completed
C0340,OEM-FORD,2023-02-23,D-1236,Brake Shoe,Dimensional out-of-spec - ID oversize by 0.12 mm,313,Resin expiry date exceeded,No,100% inspection implemented,274336,Open,Y,Y,Escalated to GM QA
C0341,OEM-HONDA,2022-07-24,D-2503,Wheel Hub Assy,Friction material detached after 3000 km field use,342,Incoming lot moisture > 0.5%,No,Process parameter locked; re-training done,320340,Open,N,Y,Field visit completed
C0342,OEM-SUZUKI,2023-04-15,"D-3312,D-3797,D-3230,D-1487",Brake Pad Type A,Surface delamination - units rejected at incoming QC,90,Incorrect cure temp - night shift,Yes,Root cause under investigation,181935,Closed,N,Y,OEM issued debit note
C0343,OEM-HONDA,2021-06-03,D-1901,Brake Disc,Vibration at highway speeds - rotor runout > 0.05 mm,420,Machine tool wear - spindle runout,,Rework and re-inspect,16799,Closed,Y,N,Escalated to GM QA
C0344,OEM-BAJAJ,2024-08-23,"D-3703,D-3710,D-5461",Brake Shoe,Noise complaint - squeal at low speed braking,318,Batch mix ratio deviation,Pending,Process parameter locked; re-training done,423346,Open,Y,Y,Escalated to GM QA
C0345,OEM-FORD,2024-06-04,"D-3459,D-2896,D-3629,D-2010",Clutch Plate,Friction material detached after 3000 km field use,61,Calibration lapse - gauge not zeroed,No,100% inspection implemented,222882,In Progress,Y,Y,Customer requested urgent resolution
C0346,OEM-TATA,2022-08-20,D-3714,Disc Brake Caliper,ABS sensor ring missing teeth - 12 units,317,Operator error - wrong die inserted,No,Corrective action plan submitted,10323,In Progress,N,,Closed with customer sign-off
C0347,OEM-BAJAJ,2022-09-20,"D-2956,D-3453,D-3866,D-2466",Drum Brake Assy,Crack on brake drum casting - 6 bar air test fail,266,Batch mix ratio deviation,Yes,100% inspection implemented,65568,Closed,Y,Y,Customer requested urgent resolution
C0348,OEM-HONDA,2024-12-29,"D-7861,D-3966,D-2722",ABS Sensor Ring,Crack on brake drum casting - 6 bar air test fail,72,Coolant contamination in grinding,,100% inspection implemented,379486,Closed,Y,Y,
C0349,OEM-TATA,2024-11-12,"D-4345,D-3310",Brake Disc,Corrosion observed on disc surface - field report,38,Supplier batch below spec,Pending,Scrap & re-order from alternate supplier,436218,In Progress,N,N,Field visit completed
C0350,OEM-HYUNDAI,2023-04-11,"D-3323,D-2111",Brake Shoe,Corrosion observed on disc surface - field report,245,Batch mix ratio deviation,No,Process parameter locked; re-training done,331087,Closed,N,Y,Closed with customer sign-off
C0351,OEM-MARUTI,2021-11-29,"D-2363,D-3921",ABS Sensor Ring,Surface delamination - units rejected at incoming QC,467,Incorrect cure temp - night shift,,,286917,Closed,Y,Y,Escalated to GM QA
C0352,OEM-RENAULT,2021-03-07,D-3657,Brake Shoe,Oil contamination on lining surface,17,Chiller fault - mould temp swing,Pending,Preventive maintenance completed,56546,Closed,N,N,
C0353,OEM-HONDA,2023-04-25,"D-4041,D-3880,D-3931",Brake Pad Type B,Friction material detached after 3000 km field use,32,Chiller fault - mould temp swing,Yes,Root cause under investigation,252727,Closed,N,N,
C0354,OEM-HYUNDAI,2022-03-25,D-3383,Brake Disc,Clutch slip - insufficient torque capacity,492,Coolant contamination in grinding,No,Process parameter locked; re-training done,5865,Escalated,N,Y,Field visit completed
C0355,OEM-HYUNDAI,2023-03-11,"D-3071,D-3109,D-1680,D-1345",Clutch Plate,Surface delamination - units rejected at incoming QC,403,Coolant contamination in grinding,Yes,Process parameter locked; re-training done,91947,In Progress,Y,Y,Closed with customer sign-off
C0356,OEM-HYUNDAI,2022-09-28,"D-3721,D-4296,D-2260",ABS Sensor Ring,Corrosion observed on disc surface - field report,197,Incoming lot moisture > 0.5%,No,Rework and re-inspect,399142,Closed,Y,Y,Escalated to GM QA
C0357,OEM-BAJAJ,2024-05-23,"D-5522,D-3933",Brake Shoe,Noise complaint - squeal at low speed braking,192,Incorrect cure temp - night shift,Pending,Full recall + replacement dispatched,348952,Escalated,Y,N,Repeat issue - CAPA overdue
C0358,OEM-FORD,2021-02-04,"D-1348,D-1484,D-3527,D-3015",CV Joint,Friction material detached after 3000 km field use,442,Operator error - wrong die inserted,Pending,Corrective action plan submitted,335668,Closed,N,Y,Escalated to GM QA
C0359,OEM-MARUTI,2021-07-04,D-3229,Disc Brake Caliper,Clutch slip - insufficient torque capacity,464,Coolant contamination in grinding,No,Root cause under investigation,191009,Closed,N,N,Customer requested urgent resolution
C0360,OEM-HONDA,2023-10-09,"D-3155,D-3947,D-4291",Brake Disc,Vibration at highway speeds - rotor runout > 0.05 mm,329,Under investigation,No,Full recall + replacement dispatched,127720,Closed,N,N,Repeat issue - CAPA overdue
C0361,OEM-MARUTI,2021-08-08,D-1335,Disc Brake Caliper,Clutch slip - insufficient torque capacity,352,Machine tool wear - spindle runout,No,Corrective action plan submitted,489285,In Progress,N,N,Repeat issue - CAPA overdue
C0362,OEM-FORD,2024-05-04,"D-2883,D-2439,D-4374,D-3593",Brake Disc,Corrosion observed on disc surface - field report,308,Coolant contamination in grinding,No,Corrective action plan submitted,465832,Closed,Y,N,Closed with customer sign-off
C0363,OEM-SUZUKI,2024-01-26,"D-1662,D-3536,D-3233,D-3861",Brake Shoe,Corrosion observed on disc surface - field report,391,Operator error - wrong die inserted,Yes,Scrap & re-order from alternate supplier,129722,In Progress,Y,Y,Customer requested urgent resolution
C0364,OEM-FORD,2021-12-04,"D-6304,D-3043,D-2284",Brake Shoe,Friction material detached after 3000 km field use,102,Chiller fault - mould temp swing,Yes,Preventive maintenance completed,336193,In Progress,Y,Y,
C0365,OEM-HONDA,2022-06-15,"D-3179,D-2885,D-3536",CV Joint,ABS sensor ring missing teeth - 12 units,429,Operator error - wrong die inserted,No,Root cause under investigation,145445,Closed,,N,Closed with customer sign-off
C0366,OEM-BAJAJ,2023-09-12,"D-3266,D-1762,D-3473,D-3310",Disc Brake Caliper,Crack on brake drum casting - 6 bar air test fail,53,Supplier batch below spec,No,Preventive maintenance completed,215931,In Progress,N,Y,Customer requested urgent resolution
C0367,OEM-HONDA,2023-10-08,"D-3599,D-2882,D-3527",Brake Disc,Clutch slip - insufficient torque capacity,246,Under investigation,,Preventive maintenance completed,70557,Escalated,Y,N,Closed with customer sign-off
C0368,OEM-FORD,2024-03-07,"D-2484,D-3767,D-5276,D-2535",Brake Shoe,ABS sensor ring missing teeth - 12 units,265,Resin expiry date exceeded,Yes,Rework and re-inspect,309770,Closed,Y,N,OEM issued debit note
C0369,OEM-TATA,2021-11-09,"D-3325,D-1116",ABS Sensor Ring,Oil contamination on lining surface,104,Incorrect cure temp - night shift,Pending,Preventive maintenance completed,170673,In Progress,Y,N,Field visit completed
