batch_id,inspection_date,inspector_id,product_type,pass_fail,defect_type,defect_rate_pct,rework_flag,sample_size,defects_found,measurement_tool,hold_released,customer_specific,remarks
BATCH-2022-0372,2023-11-23,QC-09,Drum Brake Assy,PASS,,7.7977,Y,171.0,0.0,Vernier,Y,OEM-RENAULT,Borderline - monitor next batch
BATCH-2024-0229,2023-06-13,QC-01,Brake Disc,FAIL,Adhesive bond failure,8.0761,N,30.0,9.0,Height gauge,N,OEM-HONDA,OK
BATCH-2023-0329,2024-01-30,QC-05,Wheel Hub Assy,PASS,,1.6534,N,165.0,0.0,CMM,N,OEM-HYUNDAI,Borderline - monitor next batch
BATCH-2022-0458,2024-10-27,QC-03,CV Joint,REWORK,Corrosion pitting,2.4209,N,,20.0,Go/No-Go gauge,Y,,
BATCH-2021-0134,2024-10-17,QC-09,Brake Shoe,PASS,,1.8113,Y,69.0,0.0,Visual,Y,OEM-TATA,Borderline - monitor next batch
BATCH-2023-0321,2024-05-01,QC-01,CV Joint,PASS,,7.4662,Y,144.0,0.0,Hardness tester,N,OEM-RENAULT,Borderline - monitor next batch
BATCH-2022-0463,2022-08-18,QC-07,Brake Pad Type B,REWORK,Adhesive bond failure,7.2261,Y,73.0,20.0,Height gauge,Y,OEM-MAHINDRA,Borderline - monitor next batch
BATCH-2024-0402,2023-05-15,QC-02,Wheel Hub Assy,FAIL,Porosity - casting defect,0.7613,,190.0,6.0,Torque wrench,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2023-0188,2022-10-25,QC-09,Brake Pad Type B,PASS,,11.4191,Y,79.0,0.0,Height gauge,Y,OEM-TATA,Waived by OEM
BATCH-2024-0428,2023-04-14,QC-06,Brake Pad Type A,FAIL,Adhesive bond failure,8.4871,,163.0,21.0,Height gauge,N,OEM-TVS,Re-inspect after rework
BATCH-2021-0311,2023-10-07,QC-05,ABS Sensor Ring,PASS,,6.1022,Y,185.0,0.0,Torque wrench,N,,Waived by OEM
BATCH-2022-0088,2024-08-10,QC-06,Clutch Plate,REWORK,Porosity - casting defect,8.1462,Y,190.0,1.0,Height gauge,N,OEM-HYUNDAI,Waived by OEM
BATCH-2022-0485,2023-04-17,QC-09,Clutch Plate,PASS,,8.9739,N,27.0,0.0,Torque wrench,N,,Escalated to QA Manager
BATCH-2024-0040,2024-11-20,QC-05,ABS Sensor Ring,PASS,,1.3643,N,91.0,0.0,Vernier,N,OEM-RENAULT,
BATCH-2021-0164,2024-04-16,QC-02,Disc Brake Caliper,FAIL,Ovality - rotor,4.0263,N,146.0,20.0,Visual,,OEM-MAHINDRA,Waived by OEM
BATCH-2024-0315,2024-10-22,QC-07,Brake Pad Type B,PASS,,11.0042,,190.0,0.0,Hardness tester,N,,Waived by OEM
BATCH-2023-0044,2024-02-17,QC-04,Drum Brake Assy,PASS,,5.0682,Y,125.0,0.0,Vernier,Y,OEM-MAHINDRA,Customer concession raised
BATCH-2021-0026,2024-02-03,QC-01,Brake Pad Type A,PASS,,0.3663,N,53.0,0.0,Vernier,N,OEM-MAHINDRA,Waived by OEM
BATCH-2023-0197,2024-04-10,QC-03,Wheel Hub Assy,PASS,,5.9169,N,123.0,0.0,Go/No-Go gauge,,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2021-0102,2021-05-21,QC-06,Brake Shoe,PASS,,6.8618,N,139.0,0.0,CMM,N,OEM-HYUNDAI,Borderline - monitor next batch
BATCH-2022-0084,2024-01-29,QC-06,Brake Pad Type A,PASS,,9.0914,Y,180.0,0.0,Hardness tester,Y,OEM-FORD,Re-inspect after rework
BATCH-2022-0145,2024-02-11,QC-08,Drum Brake Assy,PASS,,10.1147,Y,134.0,0.0,Visual,N,OEM-TVS,Customer concession raised
BATCH-2021-0194,2022-07-21,QC-02,Wheel Hub Assy,PASS,,3.542,Y,56.0,0.0,Torque wrench,Y,OEM-MARUTI,Re-inspect after rework
BATCH-2024-0148,2024-02-15,QC-01,Brake Disc,PASS,,1.4475,Y,46.0,0.0,,Y,OEM-HONDA,Customer concession raised
BATCH-2021-0185,2024-02-05,QC-07,CV Joint,FAIL,Lining detachment,9.1961,Y,111.0,0.0,CMM,Y,OEM-FORD,OK
BATCH-2022-0246,2022-09-06,QC-05,Brake Pad Type B,PASS,,6.2626,N,107.0,0.0,Go/No-Go gauge,N,OEM-BAJAJ,Borderline - monitor next batch
BATCH-2021-0075,2023-08-09,QC-04,Wheel Hub Assy,PASS,,2.9475,N,161.0,0.0,Height gauge,Y,OEM-RENAULT,Customer concession raised
BATCH-2024-0136,2024-12-31,QC-09,Clutch Plate,PASS,,1.7046,,144.0,0.0,Vernier,N,,Re-inspect after rework
BATCH-2022-0487,2024-12-20,QC-09,ABS Sensor Ring,PASS,,11.4562,N,133.0,0.0,Vernier,Y,OEM-TATA,Waived by OEM
BATCH-2023-0149,2024-03-02,QC-07,Drum Brake Assy,PASS,,1.4558,Y,79.0,0.0,Visual,N,OEM-MAHINDRA,Borderline - monitor next batch
BATCH-2021-0154,2023-06-16,QC-09,ABS Sensor Ring,FAIL,Lining detachment,7.2417,N,56.0,6.0,Height gauge,Y,OEM-FORD,Borderline - monitor next batch
BATCH-2024-0341,2022-10-28,QC-08,Brake Shoe,FAIL,Friction material cracking,8.9387,Y,200.0,21.0,Visual,Y,OEM-MAHINDRA,Customer concession raised
BATCH-2021-0476,2024-11-14,QC-06,CV Joint,PASS,,10.3248,Y,45.0,0.0,Go/No-Go gauge,N,OEM-FORD,Customer concession raised
BATCH-2022-0175,2024-12-10,QC-05,Brake Pad Type A,REWORK,Adhesive bond failure,8.8866,Y,185.0,18.0,Go/No-Go gauge,N,OEM-BAJAJ,Escalated to QA Manager
BATCH-2022-0289,2024-12-14,QC-04,Brake Shoe,PASS,,0.9529,N,21.0,0.0,CMM,,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2022-0161,2021-06-18,QC-04,ABS Sensor Ring,PASS,,11.9339,Y,85.0,0.0,Hardness tester,N,OEM-MAHINDRA,OK
BATCH-2023-0155,2024-04-28,QC-02,Brake Pad Type B,PASS,,7.3022,Y,57.0,0.0,Hardness tester,N,OEM-HONDA,Borderline - monitor next batch
BATCH-2022-0200,2024-09-15,QC-09,Disc Brake Caliper,PASS,,7.4622,Y,43.0,0.0,Visual,N,OEM-FORD,Waived by OEM
BATCH-2024-0083,2024-11-26,QC-05,Clutch Plate,REWORK,Vibration at speed,2.8779,N,49.0,4.0,CMM,Y,OEM-MARUTI,Borderline - monitor next batch
BATCH-2021-0412,2022-10-10,QC-09,ABS Sensor Ring,PASS,,8.2359,Y,,0.0,,Y,,OK
BATCH-2022-0455,2021-11-26,QC-05,Disc Brake Caliper,PASS,,7.0159,N,43.0,0.0,Visual,Y,OEM-HONDA,Waived by OEM
BATCH-2024-0205,2024-05-23,QC-05,Brake Disc,PASS,,9.2784,Y,178.0,0.0,CMM,Y,,Borderline - monitor next batch
BATCH-2023-0384,2024-02-14,QC-09,Brake Disc,REWORK,Corrosion pitting,5.387,Y,101.0,1.0,Hardness tester,N,OEM-BAJAJ,Borderline - monitor next batch
BATCH-2022-0085,2024-02-15,QC-05,Brake Disc,REWORK,Corrosion pitting,9.909,N,157.0,24.0,Torque wrench,,OEM-TVS,Borderline - monitor next batch
BATCH-2022-0131,2024-11-12,QC-08,Brake Disc,PASS,,3.4574,N,188.0,0.0,Vernier,N,,Waived by OEM
BATCH-2024-0066,2024-06-26,QC-04,CV Joint,PASS,,6.1528,Y,22.0,0.0,Height gauge,Y,,Escalated to QA Manager
BATCH-2024-0464,2024-11-22,QC-06,Brake Disc,PASS,,1.3951,N,186.0,0.0,Go/No-Go gauge,N,OEM-HYUNDAI,Waived by OEM
BATCH-2021-0442,2022-10-15,QC-02,Brake Pad Type A,PASS,,9.8264,Y,141.0,0.0,Vernier,Y,OEM-BAJAJ,Escalated to QA Manager
BATCH-2022-0006,2024-09-23,QC-05,CV Joint,FAIL,Vibration at speed,4.6233,,190.0,0.0,Visual,,OEM-HYUNDAI,Re-inspect after rework
BATCH-2023-0045,2023-12-16,QC-02,Brake Disc,PASS,,6.3282,,135.0,0.0,Height gauge,Y,,OK
BATCH-2022-0100,2022-01-27,QC-06,Brake Shoe,PASS,,8.7702,N,73.0,0.0,,Y,OEM-MAHINDRA,OK
BATCH-2021-0131,2024-06-26,QC-06,Brake Disc,PASS,,7.2256,N,128.0,0.0,Height gauge,Y,,Waived by OEM
BATCH-2022-0011,2023-11-08,QC-08,Brake Shoe,PASS,,11.928,N,151.0,0.0,,Y,OEM-RENAULT,
BATCH-2021-0449,2023-04-23,QC-04,Brake Pad Type B,PASS,,3.9025,Y,178.0,0.0,Hardness tester,N,OEM-FORD,Borderline - monitor next batch
BATCH-2024-0170,2021-10-19,QC-03,Disc Brake Caliper,PASS,,4.9888,Y,70.0,,Go/No-Go gauge,Y,,Escalated to QA Manager
BATCH-2023-0013,2024-11-16,QC-01,Disc Brake Caliper,REWORK,Dimensional out-of-spec,6.1814,Y,199.0,5.0,Go/No-Go gauge,N,OEM-HONDA,OK
BATCH-2023-0073,2021-09-28,QC-01,Brake Shoe,PASS,,3.4241,Y,126.0,0.0,Torque wrench,Y,OEM-TVS,Waived by OEM
BATCH-2021-0325,2023-11-01,QC-08,Clutch Plate,PASS,,6.8899,N,67.0,0.0,Go/No-Go gauge,Y,OEM-TATA,Borderline - monitor next batch
BATCH-2022-0318,2023-10-16,QC-04,CV Joint,PASS,,9.7384,,,0.0,Go/No-Go gauge,N,OEM-MAHINDRA,Re-inspect after rework
BATCH-2023-0381,2023-08-15,QC-07,Drum Brake Assy,PASS,,6.3712,N,169.0,0.0,Visual,Y,,Borderline - monitor next batch
BATCH-2023-0103,2022-03-05,QC-03,ABS Sensor Ring,PASS,,2.6321,Y,144.0,0.0,Vernier,N,OEM-TATA,Escalated to QA Manager
BATCH-2022-0010,2024-10-30,QC-07,Clutch Plate,PASS,,7.948,Y,96.0,0.0,Height gauge,N,,Customer concession raised
BATCH-2021-0281,2023-10-18,QC-03,Disc Brake Caliper,PASS,,9.0921,N,135.0,0.0,,Y,,OK
BATCH-2024-0232,2023-01-21,QC-04,Disc Brake Caliper,PASS,,5.7256,N,153.0,0.0,Go/No-Go gauge,Y,OEM-TATA,OK
BATCH-2021-0297,2024-10-18,QC-02,Brake Disc,PASS,,6.1046,N,182.0,0.0,Vernier,N,,OK
BATCH-2022-0049,2024-09-04,QC-01,Disc Brake Caliper,REWORK,Surface delamination,3.769,N,57.0,5.0,Height gauge,N,OEM-TVS,Escalated to QA Manager
BATCH-2021-0031,2023-08-07,QC-02,Brake Disc,PASS,,3.2023,N,122.0,0.0,Vernier,N,OEM-SUZUKI,Borderline - monitor next batch
BATCH-2021-0107,2024-12-09,QC-03,Disc Brake Caliper,PASS,,10.0839,Y,91.0,,Visual,N,,OK
BATCH-2023-0358,2022-03-13,QC-04,Brake Pad Type A,PASS,,3.0854,Y,43.0,0.0,Hardness tester,N,OEM-MARUTI,Borderline - monitor next batch
BATCH-2023-0289,2024-06-24,QC-04,Brake Disc,PASS,,11.2311,Y,76.0,0.0,Hardness tester,Y,,OK
BATCH-2024-0433,2024-06-21,QC-01,ABS Sensor Ring,REWORK,Warpage > 0.3 mm,4.4731,Y,34.0,21.0,,N,,
BATCH-2022-0247,2024-10-21,QC-03,Brake Pad Type B,PASS,,0.1565,N,78.0,0.0,CMM,Y,OEM-RENAULT,Re-inspect after rework
BATCH-2021-0393,2024-04-21,QC-03,Disc Brake Caliper,PASS,,4.642,N,53.0,,Vernier,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2024-0255,2024-04-18,QC-03,Brake Shoe,PASS,,3.2112,Y,53.0,0.0,Height gauge,Y,,Customer concession raised
BATCH-2023-0454,2024-05-17,QC-06,Brake Pad Type B,PASS,,8.9102,Y,134.0,0.0,Vernier,N,OEM-HYUNDAI,
BATCH-2021-0244,2022-10-02,QC-03,Brake Disc,FAIL,Adhesive bond failure,1.5949,N,58.0,7.0,Go/No-Go gauge,N,,Escalated to QA Manager
BATCH-2021-0105,2024-10-01,QC-08,Brake Pad Type A,PASS,,5.1641,Y,102.0,0.0,Torque wrench,N,OEM-RENAULT,Waived by OEM
BATCH-2023-0129,2021-04-16,QC-03,Brake Shoe,PASS,,8.8779,Y,159.0,0.0,Vernier,N,,Re-inspect after rework
BATCH-2022-0133,2024-01-17,QC-09,Brake Pad Type A,REWORK,Ovality - rotor,1.0237,N,31.0,4.0,Hardness tester,N,OEM-HONDA,Borderline - monitor next batch
BATCH-2024-0367,2022-07-29,QC-08,Drum Brake Assy,PASS,,6.7916,N,85.0,0.0,Height gauge,Y,OEM-MARUTI,Escalated to QA Manager
BATCH-2021-0239,2024-03-13,QC-08,Wheel Hub Assy,REWORK,Friction material cracking,2.3935,N,155.0,16.0,Hardness tester,Y,OEM-TATA,OK
BATCH-2021-0227,2024-04-08,QC-03,CV Joint,PASS,,7.99,N,78.0,0.0,Visual,N,OEM-RENAULT,Re-inspect after rework
BATCH-2024-0325,2023-09-02,QC-05,Disc Brake Caliper,REWORK,Surface delamination,8.5072,N,84.0,5.0,Height gauge,N,,Re-inspect after rework
BATCH-2024-0087,2024-09-29,QC-04,Clutch Plate,REWORK,Vibration at speed,6.4561,Y,46.0,,Visual,,OEM-SUZUKI,Waived by OEM
BATCH-2021-0386,2024-02-05,QC-09,Brake Pad Type B,REWORK,Adhesive bond failure,2.9167,,52.0,5.0,Hardness tester,N,OEM-TATA,OK
BATCH-2022-0087,2023-02-06,QC-04,Brake Disc,REWORK,Vibration at speed,0.8182,N,37.0,,Torque wrench,N,OEM-TATA,Re-inspect after rework
BATCH-2024-0135,2022-05-22,QC-08,Drum Brake Assy,PASS,,10.9643,N,,,Height gauge,N,OEM-RENAULT,Re-inspect after rework
BATCH-2022-0433,2024-09-04,QC-07,Wheel Hub Assy,PASS,,9.5576,Y,69.0,0.0,Go/No-Go gauge,Y,OEM-MAHINDRA,Re-inspect after rework
BATCH-2024-0313,2023-10-03,QC-06,Brake Pad Type A,PASS,,1.444,Y,87.0,0.0,Visual,,OEM-MARUTI,Re-inspect after rework
BATCH-2024-0382,2024-02-19,QC-09,Drum Brake Assy,FAIL,Porosity - casting defect,9.0307,Y,181.0,17.0,Hardness tester,N,OEM-TVS,Re-inspect after rework
BATCH-2023-0479,2023-09-05,QC-04,Brake Shoe,REWORK,Noise under braking,4.9379,N,96.0,21.0,Go/No-Go gauge,N,OEM-MAHINDRA,OK
BATCH-2024-0352,2024-04-21,QC-01,Brake Pad Type A,FAIL,Surface delamination,4.4691,Y,79.0,10.0,Height gauge,Y,,Escalated to QA Manager
BATCH-2022-0121,2023-08-31,QC-03,Clutch Plate,PASS,,9.2378,N,46.0,0.0,Height gauge,Y,OEM-RENAULT,Customer concession raised
BATCH-2021-0240,2024-02-16,QC-09,Wheel Hub Assy,PASS,,1.2834,N,175.0,0.0,Torque wrench,N,,Customer concession raised
BATCH-2022-0015,2021-10-13,QC-07,Brake Disc,FAIL,Porosity - casting defect,0.4117,Y,72.0,17.0,Vernier,Y,OEM-BAJAJ,Escalated to QA Manager
BATCH-2021-0235,2024-12-27,QC-02,Brake Pad Type B,PASS,,11.7749,Y,106.0,0.0,Torque wrench,N,,Waived by OEM
BATCH-2024-0369,2023-07-29,QC-04,Wheel Hub Assy,PASS,,7.0282,N,187.0,0.0,,N,OEM-MAHINDRA,OK
BATCH-2023-0038,2023-04-04,QC-04,CV Joint,FAIL,Lining detachment,5.7256,Y,145.0,16.0,Go/No-Go gauge,N,,Waived by OEM
BATCH-2023-0240,2023-04-03,QC-02,Brake Disc,PASS,,6.7032,N,125.0,0.0,CMM,,,OK
BATCH-2022-0208,2024-07-16,QC-08,Drum Brake Assy,FAIL,Friction material cracking,9.0425,Y,162.0,5.0,CMM,Y,OEM-TATA,Borderline - monitor next batch
BATCH-2021-0285,2024-09-03,QC-09,Brake Pad Type A,PASS,,2.655,N,128.0,0.0,Hardness tester,Y,OEM-MAHINDRA,Borderline - monitor next batch
BATCH-2024-0424,2024-06-21,QC-05,ABS Sensor Ring,FAIL,Surface delamination,9.2693,Y,62.0,5.0,Height gauge,,OEM-FORD,Re-inspect after rework
BATCH-2023-0427,2021-03-02,QC-06,Drum Brake Assy,PASS,,10.7227,Y,72.0,,CMM,Y,OEM-BAJAJ,Customer concession raised
BATCH-2024-0213,2021-11-17,QC-08,Wheel Hub Assy,PASS,,5.0691,N,128.0,0.0,Torque wrench,N,OEM-TATA,
BATCH-2021-0187,2024-06-16,QC-05,Wheel Hub Assy,PASS,,7.1901,Y,,0.0,Torque wrench,Y,OEM-FORD,Customer concession raised
BATCH-2021-0415,2023-10-22,QC-08,ABS Sensor Ring,PASS,,10.4137,Y,27.0,0.0,Go/No-Go gauge,N,OEM-MAHINDRA,Waived by OEM
BATCH-2024-0048,2024-06-21,QC-01,Brake Pad Type A,FAIL,Porosity - casting defect,4.0572,Y,42.0,,Torque wrench,Y,,OK
BATCH-2022-0343,2022-06-07,QC-09,CV Joint,PASS,,2.3956,Y,,,CMM,N,,Waived by OEM
BATCH-2024-0080,2023-10-15,QC-02,Disc Brake Caliper,PASS,,0.1549,Y,135.0,0.0,Torque wrench,Y,OEM-MAHINDRA,OK
BATCH-2024-0105,2023-11-13,QC-02,Brake Pad Type A,PASS,,2.9807,,84.0,0.0,Height gauge,Y,OEM-TVS,Escalated to QA Manager
BATCH-2023-0285,2022-07-04,QC-05,Clutch Plate,REWORK,Adhesive bond failure,4.0228,N,62.0,0.0,CMM,Y,OEM-HONDA,OK
BATCH-2023-0267,2024-01-15,QC-03,Disc Brake Caliper,FAIL,Ovality - rotor,4.235,N,148.0,23.0,Hardness tester,Y,,Escalated to QA Manager
BATCH-2021-0125,2022-03-28,QC-07,Clutch Plate,PASS,,3.2515,Y,139.0,0.0,Hardness tester,N,OEM-MAHINDRA,OK
BATCH-2024-0183,2024-10-03,QC-01,Disc Brake Caliper,PASS,,10.6465,Y,56.0,0.0,Torque wrench,N,,Re-inspect after rework
BATCH-2023-0339,2022-08-16,QC-08,Brake Pad Type B,PASS,,10.1225,N,172.0,0.0,CMM,Y,,Escalated to QA Manager
BATCH-2022-0067,2024-06-18,QC-07,Wheel Hub Assy,PASS,,1.3287,Y,71.0,0.0,Height gauge,Y,OEM-BAJAJ,Re-inspect after rework
BATCH-2022-0047,2024-07-16,QC-06,Brake Pad Type B,FAIL,Noise under braking,2.0376,N,60.0,,Go/No-Go gauge,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2021-0053,2023-03-27,QC-01,Wheel Hub Assy,REWORK,Edge chipping,7.6819,Y,45.0,16.0,Height gauge,Y,,OK
BATCH-2022-0340,2022-12-11,QC-03,Brake Shoe,PASS,,2.7956,Y,104.0,,Go/No-Go gauge,N,OEM-HONDA,OK
BATCH-2023-0354,2024-04-13,QC-06,Brake Disc,PASS,,10.8322,Y,37.0,0.0,,N,,
BATCH-2024-0400,2023-11-17,QC-01,Brake Disc,PASS,,2.4914,Y,115.0,0.0,Vernier,Y,,Re-inspect after rework
BATCH-2023-0434,2024-01-23,QC-08,Brake Shoe,FAIL,Surface delamination,8.6884,Y,80.0,23.0,Vernier,N,OEM-HONDA,OK
BATCH-2021-0027,2024-09-29,QC-06,ABS Sensor Ring,REWORK,Corrosion pitting,4.4132,N,133.0,,Go/No-Go gauge,Y,OEM-TATA,Escalated to QA Manager
BATCH-2024-0365,2022-09-29,QC-08,Disc Brake Caliper,REWORK,Dimensional out-of-spec,2.9041,N,108.0,8.0,,Y,,Escalated to QA Manager
BATCH-2023-0102,2023-03-01,QC-05,Clutch Plate,PASS,,9.0242,Y,133.0,0.0,Torque wrench,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2021-0096,2021-09-30,QC-02,ABS Sensor Ring,PASS,,2.0329,N,,,Hardness tester,N,OEM-SUZUKI,Waived by OEM
BATCH-2021-0400,2024-01-23,QC-02,Clutch Plate,PASS,,5.6825,N,117.0,0.0,Hardness tester,N,OEM-HYUNDAI,Waived by OEM
BATCH-2023-0421,2022-11-25,QC-09,Brake Pad Type B,PASS,,7.1889,N,38.0,,,Y,OEM-FORD,OK
BATCH-2023-0432,2024-04-07,QC-02,Brake Pad Type A,PASS,,0.8401,N,70.0,0.0,Torque wrench,Y,OEM-MARUTI,Re-inspect after rework
BATCH-2022-0474,2023-10-08,QC-03,Wheel Hub Assy,PASS,,1.0671,Y,155.0,0.0,CMM,Y,OEM-MARUTI,Waived by OEM
BATCH-2024-0497,2021-06-04,QC-06,Clutch Plate,FAIL,Corrosion pitting,0.1951,N,77.0,3.0,Visual,Y,OEM-FORD,Customer concession raised
BATCH-2023-0156,2023-04-30,QC-03,Disc Brake Caliper,PASS,,8.7728,N,169.0,,,Y,OEM-FORD,Waived by OEM
BATCH-2023-0414,2024-01-05,QC-03,Drum Brake Assy,FAIL,Corrosion pitting,11.4343,Y,100.0,21.0,Go/No-Go gauge,N,OEM-HYUNDAI,Borderline - monitor next batch
BATCH-2024-0477,2023-12-07,QC-04,Drum Brake Assy,PASS,,8.9552,Y,195.0,0.0,Hardness tester,N,OEM-MARUTI,
BATCH-2021-0016,2023-08-04,QC-08,ABS Sensor Ring,FAIL,Porosity - casting defect,7.3651,Y,,0.0,Go/No-Go gauge,N,OEM-HONDA,Borderline - monitor next batch
BATCH-2023-0261,2023-06-07,QC-08,Wheel Hub Assy,PASS,,5.5628,Y,185.0,0.0,Height gauge,N,OEM-HONDA,Borderline - monitor next batch
BATCH-2022-0426,2023-02-09,QC-02,Brake Disc,PASS,,6.5359,Y,108.0,0.0,Torque wrench,N,,Waived by OEM
BATCH-2024-0046,2022-07-30,QC-04,CV Joint,FAIL,Warpage > 0.3 mm,10.0161,,175.0,23.0,Hardness tester,Y,OEM-BAJAJ,Escalated to QA Manager
BATCH-2021-0286,2023-06-30,QC-06,Brake Pad Type B,PASS,,6.4284,Y,190.0,0.0,Torque wrench,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2021-0157,2021-04-28,QC-06,Clutch Plate,REWORK,Lining detachment,10.6252,Y,41.0,13.0,Height gauge,Y,,Escalated to QA Manager
BATCH-2021-0049,2024-07-16,QC-06,Brake Disc,PASS,,9.1651,Y,184.0,0.0,Go/No-Go gauge,N,,Escalated to QA Manager
BATCH-2024-0109,2024-10-02,QC-03,Brake Shoe,PASS,,11.6142,N,133.0,0.0,Height gauge,N,OEM-MAHINDRA,Re-inspect after rework
BATCH-2023-0005,2024-12-27,QC-07,ABS Sensor Ring,PASS,,5.3204,Y,49.0,0.0,Vernier,Y,OEM-MAHINDRA,Borderline - monitor next batch
BATCH-2022-0129,2024-06-08,QC-08,Brake Pad Type B,REWORK,Vibration at speed,8.4985,Y,167.0,17.0,,Y,,Customer concession raised
BATCH-2023-0033,2023-08-27,QC-08,Brake Shoe,PASS,,5.604,Y,,0.0,Height gauge,N,OEM-SUZUKI,Re-inspect after rework
BATCH-2022-0398,2021-04-22,QC-08,Brake Shoe,PASS,,5.4216,N,163.0,0.0,CMM,,OEM-HYUNDAI,Waived by OEM
BATCH-2023-0070,2021-06-29,QC-01,Clutch Plate,PASS,,6.4022,Y,29.0,0.0,Torque wrench,Y,OEM-FORD,Escalated to QA Manager
BATCH-2021-0310,2024-03-28,QC-03,Brake Pad Type A,PASS,,4.9869,Y,,0.0,Hardness tester,Y,OEM-FORD,Customer concession raised
BATCH-2022-0418,2022-09-25,QC-08,ABS Sensor Ring,PASS,,1.6606,N,132.0,0.0,,N,OEM-MAHINDRA,OK
BATCH-2023-0183,2023-02-04,QC-09,Brake Pad Type A,FAIL,Edge chipping,6.6985,N,79.0,20.0,Hardness tester,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2023-0450,2022-02-06,QC-01,ABS Sensor Ring,PASS,,0.79,N,39.0,0.0,Go/No-Go gauge,Y,OEM-MARUTI,Customer concession raised
BATCH-2023-0413,2024-04-03,QC-01,Brake Shoe,FAIL,Friction material cracking,3.4805,Y,121.0,17.0,Torque wrench,Y,OEM-TATA,OK
BATCH-2022-0435,2024-01-17,QC-06,Wheel Hub Assy,PASS,,1.6024,Y,160.0,0.0,Torque wrench,N,OEM-RENAULT,Waived by OEM
BATCH-2022-0116,2024-12-07,QC-02,CV Joint,PASS,,2.3043,N,166.0,0.0,Visual,Y,OEM-TVS,Re-inspect after rework
BATCH-2024-0101,2021-01-23,QC-04,CV Joint,PASS,,8.2067,Y,34.0,0.0,Height gauge,N,OEM-TATA,Borderline - monitor next batch
BATCH-2022-0357,2023-04-17,QC-04,Brake Pad Type A,PASS,,9.8579,Y,134.0,0.0,CMM,Y,OEM-MAHINDRA,Customer concession raised
BATCH-2022-0124,2021-01-25,QC-08,Brake Shoe,FAIL,Corrosion pitting,4.1311,Y,43.0,15.0,Go/No-Go gauge,N,,OK
BATCH-2021-0087,2023-06-30,QC-07,Brake Pad Type A,PASS,,4.6959,N,26.0,0.0,Go/No-Go gauge,N,,Escalated to QA Manager
BATCH-2024-0017,2023-02-08,QC-04,Brake Shoe,PASS,,9.8886,N,86.0,0.0,Go/No-Go gauge,Y,OEM-SUZUKI,Waived by OEM
BATCH-2024-0143,2023-10-18,QC-04,ABS Sensor Ring,PASS,,5.4272,Y,153.0,0.0,Go/No-Go gauge,N,OEM-TVS,OK
BATCH-2023-0423,2024-11-05,QC-04,Brake Disc,PASS,,10.5079,N,96.0,0.0,Visual,,,Customer concession raised
BATCH-2021-0208,2022-12-13,QC-09,Brake Disc,PASS,,8.2336,Y,170.0,0.0,Torque wrench,Y,,Customer concession raised
BATCH-2023-0256,2024-10-17,QC-02,Drum Brake Assy,PASS,,4.992,Y,120.0,0.0,Vernier,Y,OEM-MAHINDRA,OK
BATCH-2024-0459,2021-04-13,QC-01,CV Joint,PASS,,6.8509,Y,55.0,0.0,Visual,N,,Re-inspect after rework
BATCH-2024-0134,2022-11-18,QC-04,Brake Pad Type B,PASS,,5.7843,,94.0,0.0,CMM,Y,OEM-HONDA,Customer concession raised
BATCH-2022-0470,2024-10-17,QC-03,ABS Sensor Ring,FAIL,Dimensional out-of-spec,5.609,N,53.0,1.0,Visual,Y,OEM-TATA,Re-inspect after rework
BATCH-2024-0457,2024-05-02,QC-06,Brake Disc,PASS,,9.837,N,102.0,0.0,Vernier,N,OEM-FORD,Escalated to QA Manager
BATCH-2024-0248,2023-02-14,QC-04,Clutch Plate,PASS,,10.3787,N,78.0,0.0,Vernier,N,OEM-MARUTI,Waived by OEM
BATCH-2023-0325,2021-04-17,QC-08,Brake Pad Type B,PASS,,3.6759,Y,56.0,,Go/No-Go gauge,N,,Customer concession raised
BATCH-2022-0275,2024-11-12,QC-04,Drum Brake Assy,PASS,,10.9476,N,174.0,0.0,CMM,N,OEM-HYUNDAI,Re-inspect after rework
BATCH-2024-0415,2024-10-11,QC-05,Brake Pad Type B,PASS,,0.9807,Y,35.0,0.0,Torque wrench,Y,OEM-FORD,Re-inspect after rework
BATCH-2024-0129,2023-12-25,QC-09,Brake Shoe,PASS,,2.4036,N,56.0,0.0,Vernier,N,OEM-RENAULT,Borderline - monitor next batch
BATCH-2021-0133,2023-01-14,QC-06,Brake Shoe,PASS,,10.2463,Y,156.0,0.0,Torque wrench,N,OEM-BAJAJ,OK
BATCH-2021-0148,2021-04-15,QC-01,Wheel Hub Assy,PASS,,3.4593,N,,0.0,Torque wrench,N,,Borderline - monitor next batch
BATCH-2021-0132,2024-07-31,QC-06,Wheel Hub Assy,PASS,,10.6253,N,49.0,0.0,,Y,OEM-MARUTI,Waived by OEM
BATCH-2023-0247,2023-05-05,QC-06,Disc Brake Caliper,PASS,,0.2908,N,76.0,0.0,Visual,N,,Customer concession raised
