date,shift,machine_id,operator_id,batch_id,input_lot_ref,units_produced,cycle_time_min,product_type,planned_units,downtime_min,downtime_reason,scrap_units,line_id,remark
2021-10-01,A,MC-03,OP-024,BATCH-2021-0172,LOT-2024-2224,479,15.21,Disc Brake Caliper,512.0,0.0,Hydraulic issue,5.0,LINE-1,Speed reduced - vibration
2023-10-22,A,MC-04,OP-017,BATCH-2021-0402,LOT-2022-1400,428,10.427,Brake Shoe,296.0,0.0,Mould repair,13.0,LINE-4,
2022-04-17,B,MC-11,OP-013,BATCH-2023-0296,LOT-2024-1744,404,10.815,Brake Pad Type A,473.0,52.6,Tool change,1.0,LINE-3,Customer priority
2022-03-12,B,MC-06,OP-002,BATCH-2022-0163,LOT-2022-965,406,10.827,Brake Pad Type B,343.0,,Power outage,3.0,LINE-4,Normal run
2021-11-08,B,MC-11,OP-025,BATCH-2024-0142,LOT-2021-373,335,12.501,Brake Pad Type B,552.0,0.0,Power outage,15.0,LINE-1,Speed reduced - vibration
2023-07-19,B,MC-09,OP-017,BATCH-2022-0085,LOT-2021-375,411,12.188,Brake Disc,507.0,0.0,Machine fault,0.0,LINE-3,Speed reduced - vibration
2023-03-23,C,MC-03,OP-017,BATCH-2021-0076,LOT-2023-922,347,12.27,Brake Shoe,405.0,0.0,Machine fault,30.0,LINE-2,Tooling replaced mid-shift
2023-08-10,B,MC-01,OP-009,BATCH-2023-0233,LOT-2024-003,497,11.818,Clutch Plate,467.0,65.9,Hydraulic issue,26.0,LINE-6,Normal run
2024-01-17,C,MC-12,OP-030,BATCH-2022-0244,LOT-2021-1485,349,12.985,Clutch Plate,575.0,0.0,Quality hold,25.0,LINE-2,Normal run
2022-06-04,A,MC-11,OP-029,BATCH-2024-0017,LOT-2024-768,329,10.787,Brake Pad Type B,463.0,0.0,Tool change,18.0,LINE-6,Customer priority
2024-07-30,C,MC-06,OP-012,BATCH-2021-0235,LOT-2024-168,490,10.325,Brake Disc,280.0,0.0,Material shortage,15.0,LINE-2,Speed reduced - vibration
2021-09-19,B,MC-15,OP-008,BATCH-2021-0427,LOT-2022-1701,542,13.097,Brake Disc,345.0,229.5,Hydraulic issue,4.0,LINE-4,New mould trial
2021-09-14,C,MC-11,OP-008,BATCH-2024-0216,LOT-2023-1786,365,14.793,CV Joint,536.0,0.0,Tool change,15.0,LINE-4,Rush order
2022-05-02,C,MC-14,OP-011,BATCH-2022-0163,LOT-2023-668,504,11.13,Wheel Hub Assy,454.0,0.0,Material shortage,16.0,LINE-4,Rush order
2024-08-27,B,MC-04,OP-018,BATCH-2023-0454,LOT-2024-1596,408,13.869,CV Joint,397.0,0.0,Tool change,1.0,LINE-1,Rush order
2024-01-03,B,MC-01,OP-007,BATCH-2021-0481,LOT-2022-074,347,13.622,CV Joint,447.0,169.8,Material shortage,24.0,LINE-4,Normal run
2022-08-09,B,MC-11,OP-014,BATCH-2024-0099,LOT-2022-2064,544,10.09,Disc Brake Caliper,446.0,0.0,Operator break,30.0,LINE-6,Rush order
2022-05-28,C,MC-14,OP-003,BATCH-2022-0143,LOT-2024-472,336,11.515,Drum Brake Assy,361.0,0.0,Quality hold,19.0,LINE-5,
2022-06-28,A,MC-14,OP-004,BATCH-2022-0412,LOT-2024-2283,376,8.484,Brake Shoe,491.0,0.0,Setup/changeover,17.0,LINE-5,Tooling replaced mid-shift
2022-07-30,B,MC-08,OP-022,BATCH-2021-0209,LOT-2023-2474,484,7.866,Wheel Hub Assy,530.0,0.0,Mould repair,6.0,LINE-6,Customer priority
2024-06-19,A,MC-12,OP-025,BATCH-2021-0229,LOT-2022-349,644,11.597,Brake Shoe,411.0,0.0,Material shortage,16.0,LINE-3,Speed reduced - vibration
2024-10-25,A,MC-15,OP-028,BATCH-2024-0243,LOT-2022-2475,674,8.73,CV Joint,451.0,0.0,Setup/changeover,28.0,LINE-4,Tooling replaced mid-shift
2021-01-16,B,MC-15,OP-015,BATCH-2023-0446,LOT-2021-1490,436,14.325,Disc Brake Caliper,471.0,0.0,Power outage,8.0,LINE-3,New mould trial
2021-12-25,C,MC-07,OP-009,BATCH-2021-0234,LOT-2021-141,375,9.503,Brake Pad Type A,429.0,0.0,,4.0,LINE-4,New mould trial
2021-04-23,B,MC-10,OP-024,BATCH-2022-0294,LOT-2023-451,329,11.6,CV Joint,416.0,0.0,Hydraulic issue,19.0,LINE-6,New mould trial
2021-04-14,B,MC-05,OP-013,BATCH-2024-0035,LOT-2022-927,285,14.136,Drum Brake Assy,420.0,0.0,Mould repair,9.0,LINE-2,Speed reduced - vibration
2024-06-06,C,MC-13,OP-028,BATCH-2022-0171,LOT-2021-241,305,11.147,Wheel Hub Assy,454.0,170.9,Hydraulic issue,28.0,LINE-6,Tooling replaced mid-shift
2022-07-28,A,MC-14,OP-018,BATCH-2022-0246,LOT-2023-1157,262,12.196,CV Joint,,,Hydraulic issue,18.0,LINE-6,Tooling replaced mid-shift
2024-07-11,A,MC-05,OP-018,BATCH-2024-0322,LOT-2021-1810,573,12.6,Brake Disc,426.0,0.0,Machine fault,13.0,LINE-5,Speed reduced - vibration
2023-07-01,C,MC-12,OP-020,BATCH-2022-0208,LOT-2023-1727,352,11.28,Brake Disc,486.0,0.0,Machine fault,19.0,LINE-1,Tooling replaced mid-shift
2021-08-28,B,MC-01,OP-008,BATCH-2022-0441,LOT-2023-1475,417,11.044,CV Joint,453.0,134.5,Operator break,27.0,LINE-2,Tooling replaced mid-shift
2024-05-17,B,MC-10,OP-009,BATCH-2022-0284,LOT-2023-2259,365,10.779,Brake Pad Type B,324.0,156.2,Operator break,4.0,LINE-1,Rush order
2023-12-03,A,MC-08,OP-004,BATCH-2024-0096,LOT-2023-1446,507,12.127,Brake Pad Type B,403.0,0.0,Quality hold,23.0,LINE-1,
2022-07-05,A,MC-05,OP-016,BATCH-2024-0424,LOT-2021-1607,590,11.683,Brake Shoe,387.0,0.0,Setup/changeover,,LINE-4,Normal run
2023-04-11,C,MC-10,OP-013,BATCH-2021-0051,LOT-2024-1500,497,12.336,ABS Sensor Ring,473.0,0.0,Hydraulic issue,20.0,LINE-4,Speed reduced - vibration
2021-11-12,C,MC-05,OP-025,BATCH-2024-0112,LOT-2022-1261,381,12.446,Clutch Plate,434.0,0.0,Machine fault,26.0,LINE-5,New mould trial
2022-05-04,B,MC-12,OP-011,BATCH-2021-0412,LOT-2021-473,470,7.5,ABS Sensor Ring,423.0,0.0,Material shortage,3.0,LINE-3,Tooling replaced mid-shift
2023-06-13,C,MC-11,OP-025,BATCH-2023-0144,LOT-2023-1686,574,9.889,Brake Pad Type B,413.0,61.8,Power outage,14.0,LINE-6,Customer priority
2021-01-16,B,MC-08,OP-013,BATCH-2022-0253,LOT-2022-353,379,8.949,Disc Brake Caliper,317.0,0.0,Machine fault,5.0,LINE-2,Customer priority
2024-12-27,C,MC-15,OP-006,BATCH-2023-0407,LOT-2024-1564,399,11.785,Brake Pad Type B,446.0,0.0,Mould repair,16.0,LINE-5,Rush order
2024-08-31,B,MC-08,OP-029,BATCH-2022-0280,LOT-2021-266,406,11.59,Wheel Hub Assy,511.0,0.0,Power outage,21.0,LINE-5,Tooling replaced mid-shift
2022-12-13,B,MC-04,OP-008,BATCH-2021-0281,LOT-2023-1740,402,10.294,ABS Sensor Ring,433.0,0.0,Machine fault,2.0,LINE-4,Customer priority
2021-02-14,C,MC-07,OP-011,BATCH-2021-0048,LOT-2022-2011,472,14.465,Brake Disc,,0.0,Setup/changeover,10.0,LINE-4,Rush order
2024-12-16,B,MC-15,OP-014,BATCH-2022-0103,LOT-2024-1443,428,12.211,Disc Brake Caliper,390.0,0.0,Tool change,0.0,LINE-2,Speed reduced - vibration
2024-12-26,B,MC-15,OP-023,BATCH-2024-0299,LOT-2023-181,421,8.422,Brake Pad Type A,343.0,0.0,Quality hold,23.0,LINE-5,New mould trial
2024-06-19,B,MC-10,OP-029,BATCH-2023-0082,LOT-2021-901,453,10.694,CV Joint,462.0,120.5,Tool change,20.0,LINE-2,Speed reduced - vibration
2024-03-03,B,MC-01,OP-025,BATCH-2024-0406,LOT-2024-2225,418,9.45,Brake Pad Type B,447.0,,Tool change,12.0,LINE-2,Tooling replaced mid-shift
2021-02-05,C,MC-06,OP-010,BATCH-2024-0333,LOT-2022-837,309,14.421,Drum Brake Assy,,0.0,Mould repair,0.0,LINE-6,Speed reduced - vibration
2023-06-28,A,MC-11,OP-011,BATCH-2022-0448,LOT-2022-164,402,9.311,Drum Brake Assy,484.0,54.9,Setup/changeover,9.0,LINE-4,
2021-07-20,C,MC-04,OP-015,BATCH-2022-0102,LOT-2024-2200,390,10.411,CV Joint,501.0,0.0,Machine fault,28.0,LINE-2,New mould trial
2021-08-25,A,MC-09,OP-005,BATCH-2021-0030,LOT-2021-220,422,12.585,Clutch Plate,391.0,0.0,Tool change,19.0,LINE-2,Tooling replaced mid-shift
2023-08-02,B,MC-07,OP-016,BATCH-2023-0404,LOT-2021-2232,293,11.725,Disc Brake Caliper,430.0,0.0,Operator break,17.0,LINE-5,Normal run
2021-07-02,B,MC-11,OP-028,BATCH-2021-0207,LOT-2023-820,476,11.332,Wheel Hub Assy,462.0,0.0,,27.0,LINE-5,Customer priority
2022-10-27,A,MC-08,OP-029,BATCH-2022-0160,LOT-2024-058,273,15.466,CV Joint,440.0,134.9,Power outage,28.0,LINE-3,Customer priority
2021-09-30,B,MC-02,OP-015,BATCH-2021-0039,LOT-2021-1233,482,9.744,Wheel Hub Assy,,0.0,Operator break,,,Customer priority
2021-05-18,A,MC-11,OP-021,BATCH-2023-0080,LOT-2022-130,302,12.449,Disc Brake Caliper,428.0,208.3,Power outage,27.0,LINE-1,Speed reduced - vibration
2021-01-30,B,MC-09,OP-002,BATCH-2023-0268,LOT-2024-1088,422,12.966,ABS Sensor Ring,376.0,0.0,Quality hold,6.0,LINE-4,
2024-05-15,C,MC-02,OP-005,BATCH-2021-0154,LOT-2023-1636,358,12.46,Brake Pad Type A,575.0,0.0,Material shortage,14.0,LINE-6,Rush order
2021-03-08,B,MC-01,OP-011,BATCH-2024-0197,LOT-2022-1624,407,12.741,CV Joint,443.0,0.0,Operator break,,LINE-4,Tooling replaced mid-shift
2022-07-18,C,MC-10,OP-006,BATCH-2023-0172,LOT-2024-1398,594,7.831,Clutch Plate,455.0,0.0,Mould repair,16.0,LINE-5,
2021-05-16,B,MC-14,OP-014,BATCH-2024-0187,LOT-2021-1340,273,6.236,Brake Disc,467.0,0.0,Material shortage,3.0,LINE-3,Rush order
2021-03-13,C,MC-13,OP-020,BATCH-2023-0450,LOT-2022-096,432,10.902,Brake Pad Type B,443.0,0.0,Material shortage,4.0,LINE-3,Normal run
2023-09-15,B,MC-03,OP-017,BATCH-2021-0304,LOT-2024-1456,698,10.958,Clutch Plate,480.0,0.0,Operator break,,,Speed reduced - vibration
2022-01-19,C,MC-13,OP-011,BATCH-2024-0341,LOT-2022-848,361,12.12,Clutch Plate,435.0,0.0,Quality hold,27.0,LINE-6,Speed reduced - vibration
2022-01-04,B,MC-07,OP-015,BATCH-2023-0362,LOT-2021-115,383,15.32,Brake Shoe,520.0,0.0,Operator break,4.0,LINE-3,Normal run
2023-11-22,B,MC-09,OP-010,BATCH-2024-0107,LOT-2023-708,432,6.661,ABS Sensor Ring,428.0,0.0,Quality hold,24.0,LINE-1,Normal run
2021-08-19,A,MC-09,OP-008,BATCH-2021-0449,LOT-2023-2190,663,11.016,Brake Disc,516.0,0.0,,20.0,LINE-6,Speed reduced - vibration
2021-09-11,B,MC-04,OP-021,BATCH-2024-0264,LOT-2021-2273,549,11.96,Brake Disc,399.0,220.3,Setup/changeover,23.0,LINE-4,Normal run
2023-07-26,A,MC-10,OP-016,BATCH-2023-0171,LOT-2024-2025,200,12.937,Wheel Hub Assy,401.0,0.0,Tool change,8.0,LINE-2,Customer priority
2021-06-09,C,MC-01,OP-012,BATCH-2021-0263,LOT-2023-1944,435,8.875,Brake Pad Type A,,47.8,Machine fault,0.0,LINE-3,Rush order
2024-05-18,C,MC-11,OP-013,BATCH-2023-0428,LOT-2024-2175,423,12.064,Brake Disc,383.0,0.0,Tool change,21.0,LINE-1,Tooling replaced mid-shift
2022-11-26,B,MC-02,OP-017,BATCH-2023-0421,LOT-2023-268,527,10.247,Drum Brake Assy,349.0,,Material shortage,22.0,LINE-1,Rush order
2022-10-30,C,MC-15,OP-018,BATCH-2022-0458,LOT-2021-1221,410,11.572,Brake Pad Type B,459.0,0.0,Machine fault,8.0,LINE-1,Tooling replaced mid-shift
2022-07-03,C,MC-02,OP-029,BATCH-2022-0477,LOT-2023-403,542,11.003,Brake Pad Type A,442.0,233.0,Hydraulic issue,19.0,LINE-5,Rush order
2021-12-13,A,MC-06,OP-025,BATCH-2023-0317,LOT-2024-1950,320,13.223,ABS Sensor Ring,461.0,0.0,Power outage,22.0,LINE-6,Normal run
2023-03-04,C,MC-08,OP-015,BATCH-2022-0324,LOT-2023-083,382,7.5,CV Joint,536.0,0.0,Machine fault,29.0,LINE-5,Tooling replaced mid-shift
2021-06-07,A,MC-05,OP-025,BATCH-2022-0459,LOT-2023-2018,309,10.258,CV Joint,471.0,0.0,Setup/changeover,21.0,LINE-2,New mould trial
2023-09-16,C,MC-12,OP-023,BATCH-2024-0036,LOT-2021-175,312,8.364,Wheel Hub Assy,322.0,0.0,Setup/changeover,10.0,LINE-1,Tooling replaced mid-shift
2024-06-09,A,MC-11,OP-019,BATCH-2024-0237,LOT-2021-314,484,10.355,ABS Sensor Ring,625.0,26.6,Hydraulic issue,0.0,LINE-1,Speed reduced - vibration
2024-11-10,A,MC-11,OP-030,BATCH-2021-0186,LOT-2021-1374,330,9.565,Drum Brake Assy,416.0,0.0,Hydraulic issue,5.0,LINE-4,New mould trial
2023-07-26,C,MC-03,OP-016,BATCH-2023-0440,LOT-2021-528,441,10.513,Brake Shoe,486.0,0.0,Machine fault,7.0,LINE-4,Rush order
2024-12-02,C,MC-06,OP-020,BATCH-2022-0424,LOT-2024-1198,331,8.599,Clutch Plate,342.0,0.0,Setup/changeover,27.0,LINE-5,Customer priority
2023-03-30,A,MC-09,OP-010,BATCH-2024-0360,LOT-2024-1152,219,10.412,CV Joint,431.0,0.0,Quality hold,8.0,LINE-6,New mould trial
2023-09-17,C,MC-04,OP-029,BATCH-2021-0396,LOT-2024-2071,363,14.111,ABS Sensor Ring,523.0,0.0,Power outage,,LINE-3,Normal run
2022-02-16,B,MC-05,OP-014,BATCH-2023-0340,LOT-2024-886,389,7.733,ABS Sensor Ring,415.0,0.0,Quality hold,28.0,LINE-4,Tooling replaced mid-shift
2021-05-04,A,MC-05,OP-009,BATCH-2024-0019,LOT-2023-1285,366,10.12,Brake Pad Type B,408.0,0.0,Material shortage,20.0,LINE-4,Tooling replaced mid-shift
2024-12-02,C,MC-13,OP-005,BATCH-2021-0317,LOT-2021-1882,361,10.688,Brake Disc,411.0,0.0,Operator break,30.0,LINE-1,Tooling replaced mid-shift
2021-10-14,A,MC-03,OP-003,BATCH-2023-0206,LOT-2024-303,438,12.257,Clutch Plate,395.0,0.0,Operator break,25.0,LINE-6,Customer priority
2024-04-04,A,MC-10,OP-020,BATCH-2024-0397,LOT-2021-420,534,9.442,Brake Pad Type B,352.0,160.5,Material shortage,12.0,LINE-5,Speed reduced - vibration
2023-01-15,C,MC-13,OP-006,BATCH-2021-0242,LOT-2022-1791,454,9.783,Brake Pad Type B,469.0,0.0,Tool change,18.0,LINE-2,Normal run
2023-06-19,C,MC-13,OP-003,BATCH-2023-0124,LOT-2023-1528,203,14.424,Clutch Plate,490.0,88.9,Hydraulic issue,29.0,LINE-3,Speed reduced - vibration
2021-09-01,C,MC-12,OP-005,BATCH-2023-0418,LOT-2023-406,284,8.395,Disc Brake Caliper,550.0,18.7,,25.0,LINE-3,
2022-05-21,B,MC-12,OP-003,BATCH-2023-0050,LOT-2023-771,353,9.748,Disc Brake Caliper,314.0,0.0,Hydraulic issue,23.0,,New mould trial
2023-02-06,C,MC-05,OP-002,BATCH-2021-0073,LOT-2022-209,388,11.022,Brake Pad Type B,492.0,0.0,Material shortage,,LINE-5,Speed reduced - vibration
2022-02-02,C,MC-15,OP-007,BATCH-2024-0496,LOT-2024-1201,294,8.307,Drum Brake Assy,,0.0,Setup/changeover,22.0,LINE-5,Speed reduced - vibration
2021-04-26,B,MC-12,OP-014,BATCH-2024-0483,LOT-2022-1119,510,8.201,Wheel Hub Assy,514.0,0.0,Power outage,29.0,LINE-4,Rush order
2023-04-21,B,MC-05,OP-016,BATCH-2023-0146,LOT-2022-119,423,13.793,Brake Pad Type B,445.0,,Operator break,12.0,LINE-3,Customer priority
2024-01-09,B,MC-13,OP-018,BATCH-2021-0375,LOT-2021-398,192,11.181,Brake Shoe,513.0,0.0,Operator break,30.0,LINE-2,New mould trial
2024-10-25,B,MC-09,OP-004,BATCH-2022-0427,LOT-2022-344,339,10.685,Wheel Hub Assy,439.0,145.3,Tool change,16.0,LINE-4,Rush order
2023-08-27,C,MC-05,OP-013,BATCH-2024-0362,LOT-2021-1747,159,15.01,Brake Pad Type B,395.0,216.0,Material shortage,4.0,LINE-1,Tooling replaced mid-shift
2021-02-14,B,MC-01,OP-003,BATCH-2022-0188,LOT-2024-2097,465,11.318,Wheel Hub Assy,525.0,0.0,Material shortage,,LINE-2,New mould trial
2023-11-09,C,MC-11,OP-015,BATCH-2022-0472,LOT-2024-1588,456,11.007,Brake Pad Type A,396.0,0.0,Mould repair,1.0,LINE-1,New mould trial
2021-06-23,C,MC-06,OP-028,BATCH-2022-0383,LOT-2023-336,491,7.566,Clutch Plate,488.0,0.0,Operator break,13.0,LINE-2,Speed reduced - vibration
2021-05-26,B,MC-08,OP-024,BATCH-2024-0030,LOT-2023-492,321,14.13,Brake Pad Type A,459.0,67.7,,24.0,LINE-2,Rush order
2023-07-15,B,MC-07,OP-015,BATCH-2021-0189,LOT-2022-074,477,11.672,Drum Brake Assy,344.0,0.0,Tool change,22.0,LINE-4,Speed reduced - vibration
2022-06-17,B,MC-13,OP-013,BATCH-2024-0345,LOT-2021-237,342,12.912,Disc Brake Caliper,459.0,0.0,Mould repair,19.0,LINE-3,Tooling replaced mid-shift
2022-11-12,B,MC-03,OP-015,BATCH-2023-0491,LOT-2024-265,526,12.347,Brake Shoe,391.0,118.8,Hydraulic issue,20.0,LINE-4,New mould trial
2021-03-24,B,MC-11,OP-017,BATCH-2021-0033,LOT-2023-280,348,11.716,Clutch Plate,311.0,0.0,Tool change,13.0,LINE-1,New mould trial
2022-01-02,B,MC-15,OP-030,BATCH-2022-0356,LOT-2022-223,570,12.428,Brake Disc,523.0,0.0,Operator break,28.0,LINE-5,Normal run
2021-04-13,A,MC-03,OP-009,BATCH-2024-0262,LOT-2022-1078,277,14.114,Brake Disc,583.0,163.6,Mould repair,17.0,LINE-6,
2024-11-21,B,MC-01,OP-023,BATCH-2021-0404,LOT-2021-190,301,13.12,Brake Disc,450.0,0.0,Material shortage,17.0,LINE-6,Speed reduced - vibration
2024-03-17,C,MC-13,OP-029,BATCH-2024-0350,LOT-2024-1602,281,12.535,Clutch Plate,,0.0,Setup/changeover,28.0,LINE-5,Normal run
2021-08-07,C,MC-04,OP-009,BATCH-2021-0452,LOT-2023-1403,365,13.948,Brake Pad Type B,349.0,0.0,Setup/changeover,30.0,LINE-2,Tooling replaced mid-shift
2022-06-26,C,MC-06,OP-029,BATCH-2024-0165,LOT-2023-995,285,11.787,Brake Disc,451.0,121.5,Setup/changeover,28.0,LINE-4,Tooling replaced mid-shift
2023-07-25,C,MC-08,OP-012,BATCH-2023-0323,LOT-2024-199,355,13.2,Brake Shoe,481.0,239.5,Setup/changeover,14.0,LINE-4,Speed reduced - vibration
2021-01-16,A,MC-01,OP-015,BATCH-2022-0468,LOT-2021-1228,497,11.241,CV Joint,486.0,0.0,Power outage,27.0,LINE-1,New mould trial
2023-09-18,B,MC-13,OP-012,BATCH-2021-0095,LOT-2021-1574,379,15.813,ABS Sensor Ring,401.0,203.1,Hydraulic issue,4.0,LINE-3,Rush order
2021-09-09,A,MC-02,OP-015,BATCH-2023-0497,LOT-2023-341,609,11.573,ABS Sensor Ring,,105.9,Setup/changeover,29.0,LINE-1,Rush order
2023-07-22,B,MC-13,OP-027,BATCH-2022-0400,LOT-2024-184,543,11.764,Brake Pad Type A,501.0,0.0,Material shortage,,LINE-6,Normal run
2022-06-26,C,MC-13,OP-028,BATCH-2022-0086,LOT-2022-130,530,12.21,Brake Pad Type A,414.0,0.0,Setup/changeover,30.0,LINE-4,Rush order
2024-12-25,A,MC-04,OP-028,BATCH-2024-0209,LOT-2024-161,507,11.502,Brake Pad Type A,491.0,0.0,Material shortage,12.0,LINE-6,Speed reduced - vibration
2022-02-24,A,MC-10,OP-014,BATCH-2021-0074,LOT-2021-727,226,12.439,CV Joint,411.0,0.0,Hydraulic issue,22.0,LINE-4,Customer priority
2022-02-24,C,MC-11,OP-003,BATCH-2023-0166,LOT-2022-980,568,12.808,Clutch Plate,464.0,0.0,Power outage,1.0,LINE-5,Normal run
2023-10-12,C,MC-08,OP-025,BATCH-2024-0306,LOT-2023-1862,463,9.403,Brake Shoe,547.0,0.0,Operator break,6.0,LINE-2,Rush order
2022-11-02,C,MC-07,OP-007,BATCH-2022-0166,LOT-2024-788,599,12.325,Brake Pad Type A,545.0,14.7,Setup/changeover,23.0,LINE-4,Tooling replaced mid-shift
2023-07-16,C,MC-01,OP-001,BATCH-2022-0410,LOT-2023-026,368,9.826,Brake Pad Type B,452.0,0.0,Mould repair,3.0,LINE-3,Normal run
2024-02-18,B,MC-02,OP-012,BATCH-2022-0123,LOT-2024-762,459,10.673,Brake Shoe,482.0,0.0,Machine fault,27.0,LINE-5,Tooling replaced mid-shift
2023-06-21,A,MC-03,OP-004,BATCH-2021-0046,LOT-2021-1165,447,9.404,Disc Brake Caliper,481.0,0.0,Tool change,20.0,LINE-6,Rush order
2022-09-20,A,MC-03,OP-019,BATCH-2024-0400,LOT-2021-558,497,11.86,ABS Sensor Ring,519.0,0.0,Material shortage,5.0,LINE-4,Rush order
2022-09-30,A,MC-01,OP-019,BATCH-2023-0120,LOT-2021-1362,310,12.483,ABS Sensor Ring,,0.0,Tool change,7.0,LINE-3,Customer priority
2021-04-19,B,MC-08,OP-007,BATCH-2024-0119,LOT-2024-215,319,10.175,Clutch Plate,,0.0,Setup/changeover,19.0,LINE-1,Customer priority
2021-03-21,B,MC-06,OP-025,BATCH-2024-0447,LOT-2024-129,370,11.05,Drum Brake Assy,500.0,0.0,Tool change,6.0,LINE-1,Tooling replaced mid-shift
2023-11-07,A,MC-11,OP-025,BATCH-2023-0130,LOT-2024-1532,391,8.17,Brake Shoe,518.0,0.0,Setup/changeover,8.0,LINE-5,Speed reduced - vibration
2023-06-07,A,MC-12,OP-027,BATCH-2022-0458,LOT-2022-2094,344,11.377,Brake Disc,476.0,44.4,Hydraulic issue,15.0,LINE-4,Normal run
2024-03-05,B,MC-05,OP-019,BATCH-2024-0164,LOT-2023-182,437,13.798,Disc Brake Caliper,478.0,0.0,Machine fault,24.0,LINE-2,Rush order
2024-01-22,B,MC-10,OP-009,BATCH-2024-0215,LOT-2021-2492,342,16.075,Brake Pad Type A,461.0,200.8,Material shortage,19.0,LINE-5,Normal run
2021-07-03,C,MC-03,OP-002,BATCH-2024-0080,LOT-2022-1353,406,13.524,Brake Pad Type A,464.0,0.0,Material shortage,30.0,LINE-5,Speed reduced - vibration
2023-01-09,C,MC-01,OP-009,BATCH-2024-0274,LOT-2024-020,455,16.734,Brake Pad Type B,433.0,0.0,Hydraulic issue,2.0,LINE-5,Rush order
2022-11-15,A,MC-12,OP-002,BATCH-2021-0153,LOT-2023-216,391,11.745,Clutch Plate,514.0,0.0,,24.0,LINE-2,Customer priority
2023-12-27,B,MC-12,OP-030,BATCH-2021-0297,LOT-2023-573,284,7.372,ABS Sensor Ring,414.0,0.0,Power outage,1.0,LINE-5,Speed reduced - vibration
2022-09-28,B,MC-03,OP-012,BATCH-2024-0021,LOT-2021-217,272,10.608,CV Joint,480.0,0.0,Power outage,15.0,LINE-5,Rush order
2023-01-28,C,MC-04,OP-011,BATCH-2021-0377,LOT-2024-004,339,8.504,Brake Pad Type B,454.0,0.0,Machine fault,27.0,LINE-1,Rush order
2021-01-10,C,MC-09,OP-004,BATCH-2024-0384,LOT-2023-1040,497,7.941,Wheel Hub Assy,499.0,0.0,,6.0,LINE-5,New mould trial
2021-06-07,B,MC-06,OP-003,BATCH-2022-0294,LOT-2024-1306,493,13.504,Wheel Hub Assy,523.0,0.0,Quality hold,30.0,LINE-5,Customer priority
2021-01-19,B,MC-03,OP-010,BATCH-2024-0151,LOT-2022-1869,618,10.752,Brake Disc,456.0,231.2,Quality hold,14.0,LINE-4,Rush order
2022-01-05,C,MC-06,OP-004,BATCH-2023-0106,LOT-2024-307,382,11.504,Brake Shoe,541.0,0.0,Hydraulic issue,17.0,,New mould trial
2023-01-03,A,MC-05,OP-007,BATCH-2024-0135,LOT-2024-1863,298,9.692,Disc Brake Caliper,532.0,0.0,Tool change,0.0,LINE-2,Normal run
2022-11-15,C,MC-07,OP-021,BATCH-2021-0266,LOT-2021-1294,511,10.737,Clutch Plate,501.0,0.0,Power outage,24.0,LINE-3,Rush order
2021-06-28,C,MC-15,OP-015,BATCH-2023-0178,LOT-2024-1129,450,14.651,ABS Sensor Ring,454.0,0.0,Tool change,25.0,LINE-2,Tooling replaced mid-shift
2024-02-27,B,MC-08,OP-029,BATCH-2024-0121,LOT-2022-043,512,17.048,Brake Pad Type B,485.0,63.6,Power outage,,LINE-4,Customer priority
2021-07-21,B,MC-10,OP-005,BATCH-2022-0039,LOT-2021-983,424,13.017,Brake Disc,428.0,0.0,Machine fault,21.0,LINE-6,Customer priority
2021-03-19,B,MC-12,OP-002,BATCH-2024-0342,LOT-2023-481,634,11.878,Clutch Plate,433.0,0.0,Tool change,3.0,,Customer priority
2024-09-14,A,MC-02,OP-028,BATCH-2021-0352,LOT-2024-628,344,13.804,CV Joint,502.0,118.5,Mould repair,2.0,LINE-3,New mould trial
2024-01-26,B,MC-03,OP-028,BATCH-2023-0373,LOT-2023-478,375,12.711,Brake Disc,359.0,185.0,Mould repair,17.0,LINE-3,Customer priority
2021-12-09,A,MC-15,OP-026,BATCH-2021-0257,LOT-2023-1452,436,12.451,Wheel Hub Assy,552.0,222.0,Material shortage,14.0,LINE-4,
2023-01-05,A,MC-05,OP-003,BATCH-2024-0090,LOT-2022-1946,350,8.815,Brake Disc,396.0,25.8,Tool change,19.0,LINE-4,Customer priority
2022-06-15,B,MC-01,OP-017,BATCH-2021-0066,LOT-2022-1028,299,14.307,Clutch Plate,542.0,0.0,Mould repair,19.0,LINE-5,Tooling replaced mid-shift
2024-03-23,C,MC-08,OP-027,BATCH-2022-0481,LOT-2022-2241,448,14.065,Brake Shoe,458.0,111.5,Setup/changeover,2.0,LINE-2,Customer priority
2023-07-27,A,MC-10,OP-022,BATCH-2021-0185,LOT-2021-1120,411,10.801,Wheel Hub Assy,431.0,96.9,Hydraulic issue,19.0,LINE-5,Rush order
2023-05-15,C,MC-08,OP-030,BATCH-2022-0419,LOT-2023-1557,280,12.055,Brake Disc,447.0,0.0,Machine fault,4.0,LINE-3,New mould trial
2022-09-30,B,MC-10,OP-021,BATCH-2021-0377,LOT-2024-1778,487,11.696,Brake Pad Type B,440.0,0.0,Material shortage,2.0,LINE-5,Customer priority
2022-12-26,B,MC-04,OP-024,BATCH-2023-0357,LOT-2022-075,341,11.652,Wheel Hub Assy,494.0,0.0,Tool change,24.0,LINE-1,Speed reduced - vibration
